eventid,ccode,id,countryname,startdate,enddate,stday,stmo,styr,endday,endmo,endyr,duration,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,GISlocnum,issue1,issue2,issue3,issuenote,nsource,acdquestionable,notes,coder,latitude,longitude,geo_comments,location_precision
410254,41,254,Haiti,20-Sep-94,20-Sep-94,20,9,1994,20,9,1994,1,2,0,Demonstrators,,,United States,,0,0,2,0,0,Cap-Haitien,Cap-Haitien,1,2,2,8,,,A small protest after U.S. troops landed was broken up.,AFP,0,"Target coded as U.S. because protest occurred while troops landed; coded as issue1 8 because protest seems to have been about U.S. intervention, but the article does not say explicitly what the protest was about",BS,19.73704,-72.20677,,
410255,41,255,Haiti,20-Sep-94,20-Sep-94,20,9,1994,20,9,1994,1,4,0,Angry mob,,,Citizen,,0,0,-99,-88,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,"Haitians mobbed another Haitian, beating, choking and grabbing him; the reason for the attack is unknown.",AP,0,Not clear if victim was killed,BS,18.53333,-72.33334,,
410256,41,256,Haiti,22-Sep-94,22-Sep-94,22,9,1994,22,9,1994,1,2,0,Pro-Aristide demonstrators,,,Cedras,,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Pro-Aristide demonstrators protested against Cedras. ,AP,0,,BS,18.53333,-72.33334,,
410257,41,257,Haiti,22-Sep-94,22-Sep-94,22,9,1994,22,9,1994,1,2,0,Pro-Aristide demonstrators,,,Government,,1,0,-99,0,0,Cap-Haitien,Cap-Haitien,1,2,2,10,,,A pro-Aristide demonstration was held in Cap Haitien.,AP,0,Very little information provided about event,BS,19.73704,-72.20677,,
410258,41,258,Haiti,23-Sep-94,23-Sep-94,23,9,1994,23,9,1994,1,2,0,Pro-Aristide demonstrators,,,Government,,1,0,4,0,0,Cap-Haitien,Cap-Haitien,1,2,2,10,,,A pro-Aristide demonstration was held.,AP,0,Coded as single event because it is not specified how many spontaneous demonstrations occurred,BS,19.73704,-72.20677,,
410259,41,259,Haiti,23-Sep-94,23-Sep-94,23,9,1994,23,9,1994,1,4,0,Aristide supporters,,,Patriotic Action Committee headquarters,,0,0,3,0,0,Cap-Haitien,Cap-Haitien,1,2,2,10,,,"About 1,000 Aristide supporters broke into the headquarters of the Patriotic Action Committee, injuring four people and sacking the building.",AP,0,,BS,19.73704,-72.20677,,
410260,41,260,Haiti,23-Sep-94,23-Sep-94,23,9,1994,23,9,1994,1,4,0,Angry mob,,,Anti-Aristide legislator,,1,0,-99,0,0,Northeast of Port-Au-Prince,Northeast of Port-Au-Prince,1,6,6,10,,,Anti-Aristide legislator Pierre Francois Vital was chased by a crowd into a police station.,AP,0,,BS,18.73761,-72.00371,Location estimated.,no
410261,41,261,Haiti,24-Sep-94,24-Sep-94,24,9,1994,24,9,1994,1,4,0,Protesters,,,Police,,1,0,2,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"About 100 demonstrators threw rocks at police headquarters, a former torture site.",AP,0,,BS,18.53333,-72.33334,,
410262,41,262,Haiti,24-Sep-94,24-Sep-94,24,9,1994,24,9,1994,1,2,0,Demonstrators,,,Cedras,,1,0,3,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Demonsrators protesting against Cedras were tear-gassed by police and the police then dragged at least two demonstrators inside a building.,AP,0,,BS,18.53333,-72.33334,,
410263,41,263,Haiti,24-Sep-94,24-Sep-94,24,9,1994,24,9,1994,1,7,0,Police,,,Pregnant woman,,0,0,1,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,11,,,"A pregnant woman was pushed in the back by one policeman, then kicked in the stomach by another and fell on the sidewalk.",AP,0,,BS,18.53333,-72.33334,,
410264,41,264,Haiti,24-Sep-94,24-Sep-94,24,9,1994,24,9,1994,1,2,0,Pro-Aristide demonstrators,,,Government,,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Pro-Aristide demonstrators held a protest. ,AP,0,,BS,18.53333,-72.33334,,
410265,41,265,Haiti,25-Sep-94,25-Sep-94,25,9,1994,25,9,1994,1,4,0,Looters,,,Police barracks,Military barracks,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,Hundreds of Haitians looted recently abandoned police and military barracks.,AP,0,,BS,18.53333,-72.33334,,
410266,41,266,Haiti,26-Sep-94,26-Sep-94,26,9,1994,26,9,1994,1,2,0,Pro-United States demonstrators,,,Government,,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,8,,Hundreds of pro-U.S. demonstrators surrounded the police precinct headquarters.,AP,0,,BS,18.53333,-72.33334,,
410267,41,267,Haiti,26-Sep-94,26-Sep-94,26,9,1994,26,9,1994,1,2,0,Pro-United States demonstrators,,,Government,,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,8,,Hundreds of pro-U.S. demonstrators thronged outside Haitian army headquarters where military leader Lt. Gen. Cedras met for two hours with U.S. Ambassador William Swing and Lt. Gen. Hugh Shelton.,AP,0,,BS,18.53333,-72.33334,,
410268,41,268,Haiti,26-Sep-94,26-Sep-94,26,9,1994,26,9,1994,1,4,0,Haitian citizens,Haitian soldiers,,Food depot,,0,0,2,0,1,Gonaives,Gonaives,1,2,2,3,,,"45 people, including two Haitian soldiers, looted a food depot and were arrested.",AFP,0,,BS,19.45,-72.68333,,
410269,41,269,Haiti,26-Sep-94,26-Sep-94,26,9,1994,26,9,1994,1,4,0,Pro-Aristide assailants,,,Pro-military citizens,,0,0,-99,-88,0,Bassin Caiman,Bassin Caiman,1,3,3,9,,,Several military regime supporters were killed in retaliation for an earlier crackdown on pro-Aristide demonstrators.,AFP,0,,BS,19.8,-72.38333,,
410270,41,270,Haiti,27-Sep-94,27-Sep-94,27,9,1994,27,9,1994,1,4,0,Citizens,,,Relief feeding center,,0,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,3,,,"About 2,000 people rioted at a relief feeding center, fleeing when American military police drove up, then resumed the looting once the military left.",Both,0,,BS,18.53333,-72.33334,,
410271,41,271,Haiti,27-Sep-94,27-Sep-94,27,9,1994,27,9,1994,1,4,0,Citizens,,,United Nations Development Program warehouse,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,3,,,A U.N. Development Program warehouse was ransacked and 11 tons of food taken.,Both,0,Difficult to determine if this event is separate from riot at relief feeding center on same day,BS,18.53333,-72.33334,,
410272,41,272,Haiti,27-Sep-94,28-Sep-94,27,9,1994,28,9,1994,2,4,0,Citizens,,,Government,,1,1,-99,0,0,Cap-Haitien,Cap-Haitien,1,2,2,13,,,"Abandoned military and police outposts were ransacked, a rural sheriff was detained by civilians who also turned guns over to U.S. forces.",AP,0,,BS,19.73704,-72.20677,,
410273,41,273,Haiti,28-Sep-94,28-Sep-94,28,9,1994,28,9,1994,1,2,4,Pro-Aristide demonstrators,,,Government,,1,0,3,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,A pro-Aristide demonstration of about 200 people turned violent when members of the Front for the Advancement and Progress of Haiti threw rocks at demonstrators and hit some with batons.,Both,0,,BS,18.53333,-72.33334,,
410274,41,274,Haiti,29-Sep-94,29-Sep-94,29,9,1994,29,9,1994,1,9,4,Macoutes militia members,,,Aristide/Paul supporters,,0,0,4,-88,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,A grenade attack on Aristide and Mayor Evans Paul supporters killed between 4 and 9 people and wounded at least 62 people; demonstrators surrounded the house where the grenades were suspected of coming from and hurled bricks at the building.,Both,0,There are disparities in the number of people injured and killed in the attack so the most recent numbers were used,BS,18.53333,-72.33334,,
410275,41,275,Haiti,30-Sep-94,30-Sep-94,30,9,1994,30,9,1994,1,4,0,Citizens,,,Grocery store,,0,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,3,,,Several hundred people pillaged a grocery store.,AFP,0,,BS,18.53333,-72.33334,,
410276,41,276,Haiti,30-Sep-94,30-Sep-94,30,9,1994,30,9,1994,1,4,0,Pro-Aristide mobs,,,Suspected paramilitary members,,0,0,-99,-88,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,Three or four army auxiliaries were killed in a clash with a mob of people in front of the Holiday Inn.,Both,0,Difficult to determine if this is a separate event or part of an escalation from another event,BS,18.53333,-72.33334,,
410277,41,277,Haiti,30-Sep-94,30-Sep-94,30,9,1994,30,9,1994,1,4,0,Unknown assailants,,,Aristide supporter,,0,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,An Aristide supporter was killed with a bullet to the head.,Both,0,"Coded as an etype 4 because actor not specified; also, difficult to determine if event was separate event  or part of another",BS,18.53333,-72.33334,,
410278,41,278,Haiti,30-Sep-94,30-Sep-94,30,9,1994,30,9,1994,1,2,0,Pro-democracy demonstrators,,,Government,,1,0,4,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"A march of 5,000 pro-democracy demonstrators was broken up by pro-Army militiamen, who tore apart a loudspeaker truck at the front of the pro-Aristide march, shooting out its tires and pouring gasoline around it.",AP,0,Difficult to determine from article if people were actually killed during this event so coded a 0 for deaths,BS,18.53333,-72.33334,,
410279,41,279,Haiti,30-Sep-94,30-Sep-94,30,9,1994,30,9,1994,1,2,0,Pro-democracy demonstrators,,,Government,,1,0,4,0,0,Cap-Haitien,Cap-Haitien,1,2,2,10,,,A pro-democracy demonstration with thousands of people was held.,AP,0,Very little information given about event,BS,19.73704,-72.20677,,
410280,41,280,Haiti,30-Sep-94,30-Sep-94,30,9,1994,30,9,1994,1,2,0,Pro-democracy demonstrators,,,Government,,1,0,-99,0,0,Jeremie,Jeremie,1,3,3,10,,,A pro-democracy demonstration was held.,AP,0,Very little information given in article about event,BS,18.65,-74.11667,,
410281,41,281,Haiti,30-Sep-94,30-Sep-94,30,9,1994,30,9,1994,1,4,0,Looters,,,Food warehouse,,0,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,3,,,"About 2,000 people looted a warehouse of sugar, rice and condensed milk.",AP,0,,BS,18.53333,-72.33334,,
410282,41,282,Haiti,30-Sep-94,30-Sep-94,30,9,1994,30,9,1994,1,4,0,Mob,,,Food warehouse,,0,0,4,0,0,Cap-Haitien,Cap-Haitien,1,2,2,3,,,"About 2,000 people mobbed a warehouse where U.S. troops were handing out sugar and other dry goods; one soldier fired a warning shot in the air while others tried to force people to form lines.",AP,0,,BS,19.73704,-72.20677,,
410283,41,283,Haiti,30-Sep-94,30-Sep-94,30,9,1994,30,9,1994,1,2,0,Churchgoers,,,Government,,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Churchgoers held a protest against the government.,AP,0,Many  of the participants in this event went on to participate in another pro-Aristide demonstration later in the day; this event coded as a separate event,BS,18.53333,-72.33334,,
410284,41,284,Haiti,1-Oct-94,1-Oct-94,1,10,1994,1,10,1994,1,4,0,Looters,,,Food warehouse,,0,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,3,,,"Hundreds of people looting a food warehouse owned by a businessman with army connections was fired on by a private security guard, injuring seven.",AP,0,Coded as a 0 for repression because security guard was private,BS,18.53333,-72.33334,,
410285,41,285,Haiti,1-Oct-94,1-Oct-94,1,10,1994,1,10,1994,1,4,0,Looters,,,Warehouses,,0,0,-99,0,1,Unspecified seaside district,Unspecified seaside district,1,6,6,3,,,"Mobs ransacked warehouses of sugar, and Haitian police fired tear gas to clear them out of one building.",AP,0,,BS,18.95,-72.46667,UNKNOWN,no
410286,41,286,Haiti,1-Oct-94,1-Oct-94,1,10,1994,1,10,1994,1,4,0,Haitians,,,Looters,,0,0,-99,0,0,Unknown,Unknown,1,-99,-99,13,,,Haitians pelted rocks and broken bottles from a store rooftop to protect it from looters.,AP,0,,BS,18.95,-72.46667,UNKNOWN,no
410287,41,287,Haiti,1-Oct-94,1-Oct-94,1,10,1994,1,10,1994,1,4,0,Mob,,,Suspected paramilitary member,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,A man was attacked and stabbed by a mob who accused him of being a pro-army militiamen.,AP,0,,BS,18.53333,-72.33334,,
410288,41,288,Haiti,3-Oct-94,3-Oct-94,3,10,1994,3,10,1994,1,4,0,Club-wielding demonstrators,,,Front for the Advancement and Progress of Haiti headquarters,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,Haitians overran FRAPH headquarters and destroyed telephones and other property.,AP,0,,BS,18.53333,-72.33334,,
410289,41,289,Haiti,6-Oct-94,6-Oct-94,6,10,1994,6,10,1994,1,2,0,Aristide supporters,,,Haitian military,,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Aristide supporters protested against the military.,AP,0,"Event occurred near Port-Au-Prince, but exact location not specified; coded as Port-Au-Prince",BS,18.53333,-72.33334,,
410290,41,290,Haiti,6-Oct-94,6-Oct-94,6,10,1994,6,10,1994,1,4,0,Warehouse owner,,,Crowd,,0,0,-99,1,0,Unknown,Unknown,1,-99,-99,13,,,"A warehouse owner who felt threatened fired into a crowd, killing one and injuring four.",Both,0,,BS,18.95,-72.46667,UNKNOWN,no
410291,41,291,Haiti,6-Oct-94,6-Oct-94,6,10,1994,6,10,1994,1,7,0,Pro-military attaches,,,Bus driver,,0,0,1,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,11,,,About half a dozen pro-military attaches hacked a bus driver to death.,AP,0,,BS,18.53333,-72.33334,,
410292,41,292,Haiti,7-Oct-94,7-Oct-94,7,10,1994,7,10,1994,1,2,0,Pro-democracy demonstrators,,,Haitian military,,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"About 5,000 pro-democracy Haitians marched to army headquarters demanding that Cedras step down and also leave Haiti.",AP,0,,BS,18.53333,-72.33334,,
410293,41,293,Haiti,7-Oct-94,7-Oct-94,7,10,1994,7,10,1994,1,2,4,Pro-Aristide demonstrators,,,Government,,1,0,4,0,0,Mirabalais,Mirabalais,1,3,3,10,,,"Several thousand people demonstrated in support of Aristide; a paramilitary member threw a rock at demonstrators, who then seized him, beat him, and turned him over to U.S. forces.",AP,0,,BS,18.8333,-72.1,,
410294,41,294,Haiti,7-Oct-94,7-Oct-94,7,10,1994,7,10,1994,1,2,0,Pro-democracy demonstrators,,,Government,,1,0,-99,15,0,Peris,Peris,1,3,3,10,,,A pro-democracy rally was broken up by plainclothes Haitians who drove through in a truck and mowed down at least 15 people.,AP,0,Repress coded as 0 because it is believed that the bus that drove through the demonstration killed people accidently,BS,19.35433,-72.58411,,
410295,41,295,Haiti,8-Oct-94,8-Oct-94,8,10,1994,8,10,1994,1,7,0,Pro-military thugs,,,Pro-Aristide Artist,,0,0,2,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,11,,,About 15 men attacked pro-Aristide artist and democratic activist Stevenson Magloire and beat him to death.,AP,0,,BS,18.53333,-72.33334,,
410296,41,296,Haiti,8-Oct-94,8-Oct-94,8,10,1994,8,10,1994,1,7,0,Police,,,Marcellus Denis,,0,0,-99,1,0,Port-Salut,Port-Salut,1,3,3,11,,,"Marcellus Denis, an Aristide supporter, was forced to eat pictures of Aristide and was beaten, tortured and had several bones broken and later died.",AP,0,Event date estimated,BS,18.09391,-73.9257,,
410297,41,297,Haiti,9-Oct-94,9-Oct-94,9,10,1994,9,10,1994,1,2,0,Pro-Aristide demonstrators,,,Government,,1,0,-99,24,2,Djimenzen,Djimenzen,1,3,3,10,,,"A pro-Aristide march had a bus plow through it being driven by a pro-military militiaman, killing 24 people and wounding at least 15 others.",AP,0,"Some disparity in total killed, so most recent number coded",BS,18.24561,-72.9451,Located about 60 miles southwest of the capital.,no
410298,41,298,Haiti,9-Oct-94,9-Oct-94,9,10,1994,9,10,1994,1,4,0,Anti-military demonstrators,,,New trainee police force,Military,1,1,3,0,0,Cap-Haitien,Cap-Haitien,1,2,2,10,,,A police force trainee swearing in was broken up by about 500 people who accused the inductees of being linked to the military and forced them to flee.,AP,0,,BS,19.73704,-72.20677,,
410299,41,299,Haiti,10-Oct-94,10-Oct-94,10,10,1994,10,10,1994,1,2,4,Anti-Cedras demonstrators,,,Cedras,,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"A protest was held against Cedras, and a shot was fired by a U.S. troop after a Haitian smashed a bottle on the windshield of the general's departing car.",Both,0,,BS,18.53333,-72.33334,,
410300,41,300,Haiti,12-Oct-94,12-Oct-94,12,10,1994,12,10,1994,1,4,0,Rock-throwing demonstrators,,,Haitian military,,1,0,-99,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Rock-throwing demonstrators advanced on military headquarters to protest the alleged deaths of prisoners at the hands of Haitians soldiers.,AP,0,,BS,18.53333,-72.33334,,
410301,41,301,Haiti,12-Oct-94,12-Oct-94,12,10,1994,12,10,1994,1,2,0,Pro-Aristide demonstrators,,,Haitian military,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,People marched past army headquarters with pictures of Aristide.,AP,0,,BS,18.53333,-72.33334,,
410302,41,302,Haiti,12-Oct-94,12-Oct-94,12,10,1994,12,10,1994,1,2,0,Anti-military demonstrators,,,Haitian military,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Haitians waved branches and played musical instruments outside Cedras' mansion and marched to the airport to celebrate his departure from Haiti.,AP,0,,BS,18.53333,-72.33334,,
410303,41,303,Haiti,13-Oct-94,13-Oct-94,13,10,1994,13,10,1994,1,4,0,Anti-military demonstrators,,,Police Station,Corporal Mondelus Norelus,1,1,-99,0,0,Les Cayes,Les Cayes,1,3,3,10,,,"A police station was pillaged and U.S. troops prevented the lynching of Corporal Mondelus Norelus, a notorious torturer.",AFP,0,"Exact event date not given, so date of article coded as start and end date",BS,18.2,-73.75,,
410304,41,304,Haiti,13-Oct-94,13-Oct-94,13,10,1994,13,10,1994,1,4,0,Aristide supporters,,,Local police,,0,1,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"People raided the local police station, chased off a half-dozen policemen, stripping one of his clothes, and pounded the police station to the ground with sledgehammers.",AP,0,,BS,18.53333,-72.33334,,
410305,41,305,Haiti,16-Oct-94,16-Oct-94,16,10,1994,16,10,1994,1,9,0,Lavalas,,,Front for the Advancement and Progress of  Haiti members,Random passerby,0,0,2,2,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"Vigilantes went from house to house looking for FRAPH members, found a member's house and bloodied his wife's face, then killed a man with a machete outside, then went back to the FRAPH member's house and killed him.",AP,0,Coded as issue1 10 because Lavalas was looking for a FRAPH member that committed human rights abuses,BS,18.53333,-72.33334,,
410306,41,306,Haiti,16-Oct-94,16-Oct-94,16,10,1994,16,10,1994,1,4,0,Pro-Aristide crowd,,,Maj. Gen. Jean-Claude Duperval,Haitian military,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,A pro-Aristide crowd rioted.,AP,0,Coded as single event because there seems to be momentum,BS,18.53333,-72.33334,,
410307,41,307,Haiti,16-Oct-94,16-Oct-94,16,10,1994,16,10,1994,1,4,0,Aristide supporters,,,Haitian military,,1,0,-99,2,0,Gonaives,Gonaives,1,2,2,10,3,,A voodoo priest and another person were killed and at least ten houses and five stores linked to members of the military were set on fire and a grain depot was looted.,AP,0,Coded as a separate event from attack on lottery kiosk on same day because this event occurred about 100 miles away from Port-Au-Prince,BS,19.45,-72.68333,,
410308,41,308,Haiti,18-Oct-94,18-Oct-94,18,10,1994,18,10,1994,1,4,0,Citizens,,,Pro-army gunman,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Haitians beat up an army-linked gunman.,AP,0,Very little information given about event,BS,18.53333,-72.33334,,
