eventid,id,ccode,countryname,startdate,enddate,duration,stday,stmo,styr,eday,emo,eyr,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,notes,coder,acd_questionable,latitude,longitude,geo_comments,location_precision
4750829,829,475,Nigeria,18-Apr-08,19-Jun-08,63,18,4,2008,19,6,2008,9,8,Movement for the Emancipation of the Niger Delta,,,Shell,Police,0,0,-99,4,2,Rivers State,Rivers State,1,6,6,12,,,Niger Delta militants sabotageShell  pipeline,1,,ES,0,4.8580799,6.9209099,,no
4750830,830,475,Nigeria,20-Apr-08,20-Apr-08,1,20,4,2008,20,4,2008,2,4,Muslims,,,Christians,,0,0,3,0,0,Kano City,Kano City,1,2,2,6,,,Muslims protest alleged blasphemy of prophet by a Christian trader and torch several Christian homes and businesses,0,,ES,0,12,8.5166702,,
4750831,831,475,Nigeria,24-Apr-08,1-May-08,8,24,4,2008,1,5,2008,6,0,ExxonMobil workers,,,ExxonMobil,,0,0,-99,0,0,Niger Delta,Niger Delta,1,6,6,3,2,,"ExxonMobil workers strike, protesting poor living conditions and demanding higher wages",1,,ES,0,4.5,6,,no
4750832,832,475,Nigeria,27-Apr-08,27-Apr-08,1,27,4,2008,27,4,2008,8,0,Movement for the Emancipation of the Niger Delta,,,Police,,1,0,-99,5,0,Bonny Island,Bonny Island,1,2,2,9,,,"MEND gunmen attack a police sttion, killing five officers and stealing weapons.",0,,ES,0,4.4492002,7.2399998,,
4750833,833,475,Nigeria,13-May-08,13-May-08,1,13,5,2008,13,5,2008,8,0,Movement for the Emancipation of the Niger Delta,,,Police,,1,0,-99,2,0,Okiki,Okiki,1,3,3,9,,,MEND gunmen kill 2 police officers in an attack on a police station and steal weapons.,0,,ES,0,8.1667004,4.3499999,,
4750834,834,475,Nigeria,20-May-08,21-May-08,2,20,5,2008,21,5,2008,6,0,Bakers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,3,,,"Bakers strike, protesting high flour and sugar prices",1,,ES,0,9.5845499,8.28374,,
4750835,835,475,Nigeria,10-Jun-08,10-Jun-08,1,10,6,2008,10,6,2008,9,0,Movement for the Emancipation of the Niger Delta,,,Oil security vessel,,0,0,-99,1,0,Niger Delta,Niger Delta,1,6,6,9,,,"MEND gunmen attack an oil-industry security vessel, killing one.",0,,ES,0,4.5,6,,no
4750836,836,475,Nigeria,12-Jun-08,14-Jun-08,3,12,6,2008,14,6,2008,6,0,Teachers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,3,2,,"Teachers strike, demanding higher wages",1,,ES,0,9.5845499,8.28374,,
4750837,837,475,Nigeria,21-Jun-08,25-Jun-08,5,21,6,2008,25,6,2008,9,0,Movement for the Emancipation of the Niger Delta,,,Rival Niger Delta gang,,0,0,-99,20,0,Yenagoa,Yenagoa,1,2,2,13,,,Rival gangs clash for supremacy in Niger Delta region,0,,ES,0,4.9247198,6.2641702,,
4750838,838,475,Nigeria,24-Jun-08,1-Jul-08,8,24,6,2008,1,7,2008,6,0,Chevron workers,,,Chevron,,0,0,-99,0,0,Niger Delta,Niger Delta,1,6,6,2,3,,"Chevron workers strike, demanding Chevron hire senior exeutive with anti-labour practices",1,,ES,0,4.5,6,,no
4750839,839,475,Nigeria,28-Jun-08,28-Jun-08,1,28,6,2008,28,6,2008,8,0,Movement for the Emancipation of the Niger Delta,,,Soldiers,,1,0,2,4,2,Bonny Island,Bonny Island,1,2,2,9,,,"MEND gunmen attack a military location, wounding soldiers and beheading a civilian. Two gunmen were killed.",0,,ES,0,4.4492002,7.2399998,,
4750840,840,475,Nigeria,30-Jun-08,7-Jul-08,8,30,6,2008,7,7,2008,6,0,Teachers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,2,3,,"Teachers strike, demanding government implement previously agreed upon pay raise",0,,ES,0,9.5845499,8.28374,,
4750841,841,475,Nigeria,11-Jul-08,11-Oct-08,93,11,7,2008,11,10,2008,9,8,Movement for the Emancipation of the Niger Delta,,,Citizens,Government,1,0,-99,48,2,Niger Delta,Niger Delta,1,6,6,8,13,,Niger Delta militants call off temporary ceasefire after Britain backs Nigerian government,1,,ES,0,4.5,6,,no
4750842,842,475,Nigeria,11-Jul-08,14-Jul-08,4,11,7,2008,14,7,2008,6,0,Truck drivers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,3,,,Truck drivers strike to protest high fuel prices,0,,ES,0,9.5845499,8.28374,,
4750843,843,475,Nigeria,2-Aug-08,2-Aug-08,1,2,8,2008,2,8,2008,9,0,Movement for the Emancipation of the Niger Delta,,,Rival Niger Delta gang,,0,0,-99,1,1,Port Harcourt,Port Harcourt,1,2,2,13,,,Rival Niger Delta militants clash for supremacy,0,,ES,0,4.8099999,7.0047998,,
4750844,844,475,Nigeria,7-Sep-08,7-Sep-08,1,7,9,2008,7,9,2008,9,8,Movement for the Emancipation of the Niger Delta,,,Oil companies,Soldiers,1,0,-99,1,0,Bonny Island,Bonny Island,1,2,2,9,,,"MEND militants attack an oil ship, killing a sailor guarding the vessel.",0,,ES,0,4.4492002,7.2399998,,
4750845,845,475,Nigeria,14-Sep-08,15-Sep-08,2,14,9,2008,15,9,2008,9,8,Movement for the Emancipation of the Niger Delta,,,Chevron,Soldiers,1,0,-99,1,0,Niger Delta,Niger Delta,1,6,6,9,,,MEND attacks multiple oil facilities after declaring an 'all-out war' on oil companies.,1,,ES,0,4.5,6,,no
4750846,846,475,Nigeria,19-Sep-08,19-Sep-08,1,19,9,2008,19,9,2008,2,0,Detained man's wives,,,Government,,0,1,2,0,0,Kano City,Kano City,1,2,2,6,,,The 86 wives of one Muslim man protest his arrest for unlawful marriages and contempt of Islamic la,1,,ES,0,12,8.5166702,,
4750847,847,475,Nigeria,19-Oct-08,19-Oct-08,1,19,10,2008,19,10,2008,4,0,Youths,,,Emir,,0,1,-99,0,1,Kano City,Kano City,1,2,2,12,,,"Emir gifts cars to several chieftains, prompting poverty-stricken youths to attack motorcade",1,,ES,0,12,8.5166702,,
4750848,848,475,Nigeria,3-Nov-08,15-Dec-08,43,3,11,2008,15,12,2008,9,8,Movement for the Emancipation of the Niger Delta,,,Oil workers,Soldiers,0,0,-99,8,2,Niger Delta,Niger Delta,1,6,6,12,,,Niger Delta militants attack and kidnap foreigners,1,,ES,0,4.5,6,,no
4750849,849,475,Nigeria,28-Nov-08,29-Nov-08,2,28,11,2008,29,11,2008,4,0,Muslims,,,Christians,,0,0,-99,700,2,Jos,Jos,1,2,2,1,6,,Muslims and Christians clash over elections,1,"Initial reports were extremely downplayed, but later reporting declared police responsible for at least 150 of the death toll",ES,0,9.9244003,8.8933897,,
4750850,850,475,Nigeria,3-Dec-08,3-Dec-08,1,3,12,2008,3,12,2008,7,0,Police,,,Ogonis,,0,0,-99,1,0,Nyo-be Beeri,Nyo-be Beeri,1,3,3,11,,,Police raid village in an attempt to find militants,0,,ES,0,4.6833,7.4333,,
4750851,851,475,Nigeria,26-Dec-08,26-Dec-08,1,26,12,2008,26,12,2008,9,0,Movement for the Emancipation of the Niger Delta,,,Oil companies,,0,0,-99,3,2,Bayelsa State,Bayelsa State,1,6,6,9,,,"MEND gunmen attack an oil company, but three militants are killed and six others captured in the attack.",0,,ES,0,4.8677802,5.8987098,,no
4750852,852,475,Nigeria,5-Jan-09,13-Jan-09,9,5,1,2009,13,1,2009,9,0,Pirates,,,Shipping companies,,0,0,-99,0,0,Niger Delta,Niger Delta,1,6,6,12,,,Pirates attack ships off the coast of Nigeria,1,,ES,0,4.5,6,,no
4750853,853,475,Nigeria,7-Jan-09,7-Jan-09,1,7,1,2009,7,1,2009,2,0,Muslims,,,Israel,,0,0,5,0,0,Kano City,Kano City,1,2,2,6,8,,Muslims protest Israeli bombings on Gaza,0,,ES,0,12,8.5166702,,
4750854,854,475,Nigeria,7-Jan-09,7-Jan-09,1,7,1,2009,7,1,2009,9,0,Movement for the Emancipation of the Niger Delta,,,Oil companies,,0,0,-99,0,0,Niger Delta,Niger Delta,1,6,6,9,,,MEND gunmen rob an offshore oil platform.,0,,ES,0,4.5,6,,no
4750855,855,475,Nigeria,12-Jan-09,12-Jul-09,182,12,1,2009,12,7,2009,9,8,Movement for the Emancipation of the Niger Delta,,,Oil workers,Police,0,1,-99,13,2,Niger Delta,Niger Delta,1,6,6,12,,,"Niger Delta militants attack and kidnap oil workers, police and pipelines",1,,ES,0,4.5,6,,no
4750856,856,475,Nigeria,8-Feb-09,8-Feb-09,1,8,2,2009,8,2,2009,4,0,Citizens,,,Patrol officers,,0,1,-99,7,2,Katsina,Katsina,1,2,2,12,,,Citizens torch two patrol officers after awaiting contraband rice being smuggled into the country,0,,ES,0,12.993,7.6061602,,
4750857,857,475,Nigeria,9-Feb-09,11-Feb-09,3,9,2,2009,11,2,2009,6,0,Total oil workers,,,Total,,0,0,3,0,0,Port Harcourt,Port Harcourt,1,2,2,9,,,"Total oil workers strike, protesting kidnappings and violence by militants",1,,ES,0,4.8099999,7.0047998,,
4750858,858,475,Nigeria,16-Feb-09,17-Feb-09,2,16,2,2009,17,2,2009,6,0,Freight and forwarding agents,Dockworkers,,Government,,1,0,-99,0,0,Lagos,Lagos,1,2,2,2,,,"Freight and forwarding agents and dockworkers strike, protesting high charges and cargo congestion in Lagos",0,,ES,0,6.4530602,3.3958299,,
4750859,859,475,Nigeria,21-Feb-09,21-Feb-09,1,21,2,2009,21,2,2009,4,0,Christians,,,Muslims,,0,0,-99,14,0,Bauchi,Bauchi,1,2,2,6,,,Muslims and Christians argue over parking cars outside a Christian church,1,,ES,0,10.3098,9.84517,,
4750860,860,475,Nigeria,22-Feb-09,22-Feb-09,1,22,2,2009,22,2,2009,9,0,Niger Delta gang,,,Ocean Boys,,0,0,-99,13,0,Yenagoa,Yenagoa,1,2,2,13,,,"Niger Delta gang clashes with football club members, killing 13",0,,ES,0,4.9247198,6.2641702,,
4750861,861,475,Nigeria,25-Feb-09,25-Feb-09,1,25,2,2009,25,2,2009,9,0,University gang,,,Rival university gang,,0,0,-99,15,0,Ekpoma,Ekpoma,1,2,2,13,,,"Rival university gangs clash, killing 15",0,,ES,0,6.75,6.1332998,,
4750862,862,475,Nigeria,26-Feb-09,26-Feb-09,1,26,2,2009,26,2,2009,6,0,Teachers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,2,3,,"Teachers srike, demanding higher wages",0,,ES,0,9.5845499,8.28374,,
4750863,863,475,Nigeria,9-Mar-09,9-Mar-09,1,9,3,2009,9,3,2009,4,0,Nasarawa United fans,,,Match officials,Niger football team,0,0,-99,0,1,Lafia,Lafia,1,2,2,13,,,Football fans attack officials and visiting team after match tied,0,,ES,0,8.4916697,8.5166702,,
4750864,864,475,Nigeria,13-Apr-09,13-Apr-09,1,13,4,2009,13,4,2009,8,0,Movement for the Emancipation of the Niger Delta,,,Soldiers,,1,0,-99,10,2,Nembe,Nembe,1,2,2,9,,,"MEND gunmen attack a naval station, leaving one soldier dead. Nine militants were killed.",0,,ES,0,4.4829998,6.375,,
4750865,865,475,Nigeria,18-Apr-09,21-Apr-09,4,18,4,2009,21,4,2009,6,0,Petrol drivers,,,Government,,0,1,-99,0,0,Nationwide,Nationwide,1,7,7,2,12,,Truck drivers strike after Lagos police impound several trucks and refuse to release them,1,,ES,0,9.5845499,8.28374,,
4750866,866,475,Nigeria,4-May-09,11-May-09,8,4,5,2009,11,5,2009,6,0,Doctors,,,Government,,1,0,-99,0,0,Lagos,Lagos,1,2,2,2,,,"Doctors in Lagos hospitals strike, demanding higher wages and better equipment",1,,ES,0,6.4530602,3.3958299,,
4750867,867,475,Nigeria,13-May-09,13-May-09,1,13,5,2009,13,5,2009,1,0,Nigeria Labour Congress,,,Government,,1,0,4,0,0,Lagos,Lagos,1,2,2,10,,,"Labor union marches in Lagos, demanding new elections and accusing current president of undemocratic behavior",0,,ES,0,6.4530602,3.3958299,,
4750868,868,475,Nigeria,16-May-09,3-Jun-09,19,16,5,2009,3,6,2009,7,0,Soldiers,,,Movement for the Emancipation of the Niger Delta,,0,0,-99,107,0,Niger Delta,Niger Delta,1,6,6,11,,,Soldiers raid militant compound to rescue several foreign hostages and wage campaign to inflict severe casualties on militant group,1,Number dead is mostly citizens that were caught up in the crossfire,ES,0,4.5,6,,no
4750869,869,475,Nigeria,20-May-09,20-May-09,1,20,5,2009,20,5,2009,2,4,Students,,,Gomai community,,0,1,4,2,2,Bauchi,Bauchi,1,2,2,7,,,Student protest over failure to receive state-supplied books turns violent as students take teachers hostage,0,,ES,0,10.3098,9.84517,,
4750870,870,475,Nigeria,7-Jun-09,7-Jun-09,1,7,6,2009,7,6,2009,4,0,Chala ethnic group,,,Fulani nomads,,0,0,-99,7,0,Mangor,Mangor,1,3,3,9,,,Woman's murder prompts clashes between rival ethnic groups,0,,ES,0,9.1666698,9.375,somewhere in Plateau state,no
4750871,871,475,Nigeria,15-Jun-09,9-Oct-09,117,15,6,2009,9,10,2009,6,0,University professors,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,2,3,,"University professors strike, demanding higher wages",1,,ES,0,9.5845499,8.28374,,
4750872,872,475,Nigeria,8-Jul-09,8-Jul-09,1,8,7,2009,8,7,2009,6,0,Television and radio workers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,2,3,,"Public television and radio workers strike, demanding unpaid wages",0,,ES,0,9.5845499,8.28374,,
4750873,873,475,Nigeria,13-Jul-09,13-Jul-09,1,13,7,2009,13,7,2009,9,8,Movement for the Emancipation of the Niger Delta,,,Fuel facility,Soldiers,1,0,-99,5,0,Lagos,Lagos,1,2,2,12,,,"MEND conducts first strike outside of Niger Delta, blowing up a fuel jetty and clashing with naval forces",1,,ES,0,6.4530602,3.3958299,,
-4750873.5,873.5,475,Nigeria,26-Jul-09,31-Dec-12,1255,26,7,2009,31,12,2012,-9,0,Boko Haram,,,Government,,1,0,-99,-77,2,Nationwide,Nationwide,7,7,6,13,,,,,UPPSALA CONFLICT ID #100,IS,1,9.5845499,8.28374,,no
4750874,874,475,Nigeria,29-Jul-09,30-Jul-09,2,29,7,2009,30,7,2009,7,0,Soldiers,,,Boko Haram militants,,0,0,-99,200,0,Maiduguri,Maiduguri,1,2,2,11,,,Soldiers attack Islamic compound in reprisal for previous killings,1,"One attack occurred on each day - first attack was on compound, while second was on mosque regularly attended by group.",ES,1,11.8333,13.15,,
4750875,875,475,Nigeria,1-Aug-09,5-Oct-09,66,1,8,2009,5,10,2009,6,0,Health workers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,7,2,3,,"Health workers strike, demanding higher wages",0,Dates are approximate,ES,0,9.5845499,8.28374,,
4750876,876,475,Nigeria,8-Sep-09,8-Sep-09,1,8,9,2009,8,9,2009,2,0,Militants,,,Government,,1,0,2,0,0,Yenagoa,Yenagoa,1,2,2,3,,,Militants protest over failure of government to compensate them for turning in their arms,0,,ES,0,4.9247198,6.2641702,,
4750877,877,475,Nigeria,23-Sep-09,5-Oct-09,13,23,9,2009,5,10,2009,6,0,Teachers,,,Local government,,0,1,-99,0,0,Lagos,Lagos,1,2,2,2,3,,"Lagos teachers strike, demanding higher wages",1,,ES,0,6.4530602,3.3958299,,
4750878,878,475,Nigeria,30-Oct-09,30-Oct-09,1,30,10,2009,30,10,2009,1,0,Labor unions,,,Government,,1,0,-99,0,0,Abuja,Abuja,1,1,1,3,,,Labor unions stage rally protesting deregulatio of oil sector,1,,ES,0,9.0580397,7.4890599,,
4750879,879,475,Nigeria,8-Dec-09,8-Dec-09,1,8,12,2009,8,12,2009,4,0,Youths,,,Police,,0,1,-99,13,1,Ijebu-Ife,Ijebu-Ife,1,3,3,9,,,Youths attack police after vigilante group kills one of their group.  Police are accused of not properly controlling the area,0,,ES,0,6.78091,4.0337801,,
4750880,880,475,Nigeria,19-Dec-09,19-Dec-09,1,19,12,2009,19,12,2009,9,0,Movement for the Emancipation of the Niger Delta,,,Oil workers,,0,0,-99,0,0,Niger Delta,Niger Delta,1,6,6,12,,,MEND breaks three-month ceasefire agreement and attacks oil pipeline,1,,ES,0,4.5,6,,no
4750881,881,475,Nigeria,21-Dec-09,21-Dec-09,1,21,12,2009,21,12,2009,4,0,Nomads,,,Farmers,,0,0,-99,32,0,Udeni Gida,Udeni Gida,1,3,3,12,,,Nomads attack farmers after clash over land,0,,ES,0,8.53333,8.3000002,,no
4750882,882,475,Nigeria,28-Dec-09,28-Dec-09,1,28,12,2009,28,12,2009,8,0,Kalo Kato militants,,,Police,,1,0,-99,70,2,Bauchi,Bauchi,1,2,2,6,,,"Islamic militants attack police, demanding release of their arrested leader",1,,ES,0,10.3098,9.84517,,
4750883,883,475,Nigeria,6-Jan-10,6-Jan-10,1,6,1,2010,6,1,2010,7,4,Soldiers,,,Nigerians,,0,0,-99,2,0,Delta State,Delta State,1,6,6,10,,,"Two Chevron Corp contractors were shot dead by soldiers after a disagreement, prompting rioting by Chevron workers.",1,,ES,0,5.3000002,6,,no
4750884,884,475,Nigeria,9-Jan-10,9-Jan-10,1,9,1,2010,9,1,2010,9,0,MEND gunmen,,,Chevron,,0,0,-99,0,0,Niger Delta,Niger Delta,1,6,6,12,,,MEND gunmen attack Chevron oil pipeline.,1,,ES,0,4.5,6,,no
4750885,885,475,Nigeria,12-Jan-10,12-Jan-10,1,12,1,2010,12,1,2010,2,0,Citizens,,,Government,,1,0,4,0,0,Abuja,Abuja,1,1,1,10,,,"Citizens gather to protest long absence of ill president, challenging his ongoing authority.",1,,ES,0,9.0580397,7.4890599,,
4750886,886,475,Nigeria,12-Jan-10,12-Jan-10,1,12,1,2010,12,1,2010,9,0,MEND gunmen,,,Shell,,0,0,-99,1,1,Port Harcourt,Port Harcourt,1,2,2,9,12,,"MEND gunmen kidnap three Brits and a Colombian, killing their police escort.",1,,ES,0,4.8099999,7.0047998,,
4750887,887,475,Nigeria,17-Jan-10,19-Jan-10,3,17,1,2010,19,1,2010,2,4,Christians,,,Muslims,,0,0,-99,450,2,Jos,Jos,1,2,2,6,,,"Christian youths protest building of a new mosque, resulting in rioting and attacking of Muslim mosques and homes.",1,"Clashes spread to a few surrounding villages, but were primarily in Jos.",ES,0,9.9244003,8.8933897,,
4750888,888,475,Nigeria,31-Jan-10,31-Jan-10,1,31,1,2010,31,1,2010,9,0,MEND gunmen,,,Shell,,0,0,-99,0,0,Niger Delta,Niger Delta,1,6,6,9,12,,MEND gunmen attack Shell oil pipeline.,1,,ES,0,4.5,6,,no
4750889,889,475,Nigeria,7-Feb-10,7-Feb-10,1,7,2,2010,7,2,2010,9,0,Joint Revolutionary Council,,,Shell,,0,0,-99,0,0,Rivers State,Rivers State,1,6,6,9,,,A new rebel group attacks a major Shell pipeline.,1,,ES,0,4.8580799,6.9209099,,no
4750890,890,475,Nigeria,8-Feb-10,8-Feb-10,1,8,2,2010,8,2,2010,2,0,Ex-rebels,,,Government,,1,0,3,0,0,Port Harcourt,Port Harcourt,1,2,2,3,,,"Ex-rebels protest government failure of amnesty program, claiming they had been forgotten.",1,,ES,0,4.8099999,7.0047998,,
4750891,891,475,Nigeria,21-Feb-10,21-Feb-10,1,21,2,2010,21,2,2010,1,0,Civil Rights Congress,,,George Bush and Tony Blair,,0,0,3,0,1,Abuja,Abuja,1,1,1,10,8,,Activists protest presence of Bush and Blair at an awards ceremony for a Nigerian activist.,1,,ES,0,9.0580397,7.4890599,,
4750892,892,475,Nigeria,1-Mar-10,1-Mar-10,1,1,3,2010,1,3,2010,8,0,MEND gunmen,,,Sports journalists,,1,0,-99,0,0,Warri,Warri,1,2,2,9,,,Sports journalists kidnapped soon after ceasefire agreement with MEND discarded.,1,,ES,0,5.5166702,5.75,,
4750893,893,475,Nigeria,2-Mar-10,2-Mar-10,1,2,3,2010,2,3,2010,9,0,Joint Revolutionary Council,,,Agip,,0,0,-99,0,0,Niger Delta,Niger Delta,1,6,6,9,,,JRC fighters attack an Agip pipeline.,1,,ES,0,4.5,6,,no
4750894,894,475,Nigeria,3-Mar-10,3-Mar-10,1,3,3,2010,3,3,2010,9,0,The People's Patriotic Revolutionary Force of the Joint Revolutionary Council,,,Shell,,0,0,-99,0,0,Niger Delta,Niger Delta,1,6,6,9,,,New militant goup attacked Shell pipelines.,0,,ES,0,4.5,6,,no
4750895,895,475,Nigeria,7-Mar-10,7-Mar-10,1,7,3,2010,7,3,2010,4,0,Muslims,,,Christians,,0,0,-99,500,2,Jos,Jos,1,2,2,6,,,"Muslims avenge previous attack, massacring Christians before dawn.",1,,ES,0,9.9244003,8.8933897,,
4750896,896,475,Nigeria,8-Mar-10,8-Mar-10,1,8,3,2010,8,3,2010,4,0,Christian youths,,,Muslim reporters,,0,0,-99,0,1,Jos,Jos,1,2,2,6,,,Christian youths attacked Muslim reporters as they attempted to cover mass funerals.,1,,ES,0,9.9244003,8.8933897,,
4750897,897,475,Nigeria,10-Mar-10,10-Mar-10,1,10,3,2010,10,3,2010,2,0,Citizens,,,President,,1,0,3,0,0,Abuja,Abuja,1,1,1,10,9,,"Protesters demand to see ill president after his long absence, as well as demand new ministers following sectarian violence.",1,,ES,0,9.0580397,7.4890599,,
4750898,898,475,Nigeria,10-Mar-10,10-Mar-10,1,10,3,2010,10,3,2010,7,0,Soldiers,,,Youths,,0,0,-99,2,0,Jos,Jos,1,2,2,9,,,Soldiers fired on youths that circled a patrol truck. Families later claimed the youths were worried the truck was distributing weapons.,1,,ES,0,9.9244003,8.8933897,,
4750899,899,475,Nigeria,11-Mar-10,11-Mar-10,1,11,3,2010,11,3,2010,2,0,Women,,,Government,,1,0,4,0,0,Jos,Jos,1,2,2,9,6,,"Christian women protest sectarian violence, demanding better protection from the state.",1,,ES,0,9.9244003,8.8933897,,
4750900,900,475,Nigeria,13-Mar-10,13-Mar-10,1,13,3,2010,13,3,2010,9,0,MEND gunmen,,,Nigerian National Petroleum workers,,0,0,-99,2,0,Port Harcourt,Port Harcourt,1,2,2,9,,,MEND gunmen kidnap and kill two white-collar oil workers.,1,,ES,0,4.8099999,7.0047998,,
4750901,901,475,Nigeria,14-Mar-10,14-Mar-10,1,14,3,2010,14,3,2010,4,0,Barako residents,,,Nweviara residents,,0,0,-99,0,1,Barako and Nweviara,Barako,1,5,5,7,,,"Communities clash over the planned building of a new school, torching several homes.",0,,ES,0,4.4008999,7.1852002,,
4750901,901,475,Nigeria,14-Mar-10,14-Mar-10,1,14,3,2010,14,3,2010,4,0,Barako residents,,,Nweviara residents,,0,0,-99,0,1,Barako and Nweviara,Nweviara,2,5,5,7,,,"Communities clash over the planned building of a new school, torching several homes.",0,,ES,0,4.6660399,7.3271098,,no
4750902,902,475,Nigeria,15-Mar-10,15-Mar-10,1,15,3,2010,15,3,2010,8,0,MEND,,,Government,,1,0,-99,1,0,Warri,Warri,1,2,2,9,,,MEND sets off two bombs as talks begin to pursue peace in the southern region,1,,ES,0,5.5166702,5.75,,
4750903,903,475,Nigeria,17-Mar-10,17-Mar-10,1,17,3,2010,17,3,2010,4,0,Muslims,,,Christians,,0,0,-99,13,1,Byer,Byer,1,3,3,6,,,"Muslims attack a Christian village in retaliation for previous attacks, cutting out most of their victims' tongues.",1,,ES,0,7.6469998,8.342,cannot find,no
4750904,904,475,Nigeria,19-Mar-10,19-Mar-10,1,19,3,2010,19,3,2010,9,0,Joint Revolutionary Council,,,Oil companies,,0,0,-99,0,0,Buguma,Buguma,1,3,3,9,,,JRC militants attack a main oil pipeline.,1,,ES,0,4.4401999,6.5148001,,
4750905,905,475,Nigeria,23-Mar-10,23-Mar-10,1,23,3,2010,23,3,2010,2,0,White-collar oil workers union,,,Government,,1,0,-99,0,0,Port Harcourt,Port Harcourt,1,2,2,9,,,White-collar oil workers protest the kidnapping deaths of two workers by MEND gunmen and demand the government arrest those responsible.,0,,ES,0,4.8099999,7.0047998,,
4750906,906,475,Nigeria,23-Mar-10,23-Mar-10,1,23,3,2010,23,3,2010,2,0,Ex-rebels,,,Government,,1,0,3,0,0,Edo State,Edo State,1,6,6,3,,,"Ex-rebels march, protesting non-payment of payouts in the amnesty agreement.",0,,ES,0,6.8803301,6.2375998,,no
4750907,907,475,Nigeria,31-Mar-10,31-Mar-10,1,31,3,2010,31,3,2010,2,0,Citizens,,,Government,,1,0,4,0,0,Abuja,Abuja,1,1,1,1,10,,"Protesters march, demanding electoral reform before the next elections and demanding the current head of the INES not be reappointedl.",1,,ES,0,9.0580397,7.4890599,,
4750908,908,475,Nigeria,4-Apr-10,4-Apr-10,1,4,4,2010,4,4,2010,2,4,Youths,,,Police,,1,0,-99,2,2,Lagos,Lagos,1,2,2,10,,,"A youth protest against a police killing turns violent, and police shoot live rounds to disperse the group, killing two.",1,,ES,0,6.4530602,3.3958299,,
4750909,909,475,Nigeria,5-Apr-10,5-Apr-10,1,5,4,2010,5,4,2010,4,0,Muslims,,,Christians,,0,0,-99,1,1,Jos,Jos,1,2,2,6,,,"Muslims attack Christian youths returning from a church rally, killing one.",1,,ES,0,9.9244003,8.8933897,,
